703260049	20171102	201711	2017	2017.8274	GOV	GOVERNOR						GOV													1	160	160	16	4	-4.0	3	1	3	-2.33100233100234	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171102113000	http://news.wbfo.org/post/political-parties-taking-sides-sam-hoyt-resignation
703260050	20171102	201711	2017	2017.8274	GOV	ATTORNEY GENERAL						GOV													0	160	160	16	4	-4.0	10	1	10	-0.64672594987874	1	Malta	MT	MT		35.916667	14.433333	MT	0								1	Malta	MT	MT		35.916667	14.433333	MT	20171102113000	http://www.independent.com.mt/articles/2017-11-02/newspaper-opinions/Mob-rule-vs-the-rule-of-law-6736180988
703260051	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV													1	1711	171	17	4	-9.2	5	1	5	-6.64893617021277	4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	0								4	Camp Crame, Quezon City, Philippines	RP	RPF2	24210	14.6069	121.054	-2419768	20171102113000	http://www.manilatimes.net/indonesian-terrorist-charged-rebellion/360247/
703260052	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV													0	1724	172	17	4	-5.0	10	1	10	-2.75297619047619	1	Nigeria	NI	NI		10	8	NI	0								1	Nigeria	NI	NI		10	8	NI	20171102113000	https://www.today.ng/opinion/10206/nigeria-biafra-negotiable
703260053	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV													1	173	173	17	4	-5.0	2	1	2	-0.64935064935065	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	0								4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171102113000	http://sofiaglobe.com/2017/11/02/bulgarian-it-minister-deal-on-cutting-roaming-prices-with-western-balkans-countries-within-a-month1/
703260054	20171102	201711	2017	2017.8274	GOV	CABINET						GOV													1	192	192	19	4	-9.5	5	1	5	-3.42857142857143	0								0								0								20171102113000	http://www.telegraph.co.uk/news/2017/11/02/gavin-williamson-announced-new-defence-secretary-replacing-michael/
703260055	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			AFG	AFGHANISTAN	AFG								1	110	110	11	3	-2.0	10	1	10	-5.34351145038168	1	Russia	RS	RS		60	100	RS	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Russia	RS	RS		60	100	RS	20171102113000	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
703260056	20171102	201711	2017	2017.8274	GOV	FOREIGN SECRETARY						GOV			AFG	AFGHANISTAN	AFG								1	138	138	13	3	-7.0	5	1	5	-4.28211586901763	4	Lashkar, North-West Frontier, Pakistan	PK	PK03	40348	34.945	72.8164	6094009	4	Lashkar, North-West Frontier, Pakistan	PK	PK03	40348	34.945	72.8164	6094009	4	Lashkar, North-West Frontier, Pakistan	PK	PK03	40348	34.945	72.8164	6094009	20171102113000	http://www.freepressjournal.in/world/us-gives-list-of-20-terror-groups-to-pakistan/1163799
703260057	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			ALB	ALBANIA	ALB								1	057	057	05	1	8.0	2	1	2	-0.64935064935065	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	1	Albania	AL	AL		41	20	AL	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171102113000	http://sofiaglobe.com/2017/11/02/bulgarian-it-minister-deal-on-cutting-roaming-prices-with-western-balkans-countries-within-a-month1/
703260058	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			ALB	ALBANIA	ALB								1	173	173	17	4	-5.0	2	1	2	-0.64935064935065	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	1	Albania	AL	AL		41	20	AL	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171102113000	http://sofiaglobe.com/2017/11/02/bulgarian-it-minister-deal-on-cutting-roaming-prices-with-western-balkans-countries-within-a-month1/
703260059	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			BGR	BULGARIA	BGR								1	057	057	05	1	8.0	6	1	6	-0.64935064935065	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171102113000	http://sofiaglobe.com/2017/11/02/bulgarian-it-minister-deal-on-cutting-roaming-prices-with-western-balkans-countries-within-a-month1/
703260060	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			BGR	BULGARIA	BGR								1	173	173	17	4	-5.0	6	1	6	-0.64935064935065	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20171102113000	http://sofiaglobe.com/2017/11/02/bulgarian-it-minister-deal-on-cutting-roaming-prices-with-western-balkans-countries-within-a-month1/
703260061	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			BTNGOV	JIGME KHESAR NAMGYEL WANGCHUCK	BTN					GOV			1	051	051	05	1	3.4	5	1	5	6.0702875399361	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171102113000	http://newstrackindia.com/newsdetails/2017/11/2/3-King-of-Bhutan-calls-on-the-President-of-India-Ram-Nath-Kovind.html
703260062	20171102	201711	2017	2017.8274	GOV	GOVERNOR						GOV			BUS	BANK						BUS			1	010	010	01	1	0.0	10	1	10	1.63265306122449	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171102113000	http://allafrica.com/stories/201711020500.html
703260063	20171102	201711	2017	2017.8274	GOV	PRIME MINISTER						GOV			BUS	COMPANY						BUS			0	040	040	04	1	1.0	10	1	10	1.58730158730159	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171102113000	https://www.aninews.in/news/national/general-news/hpcl-merger-will-be-closed-by-march-2018-ongc-cmd-shanker201711021639060001/
703260064	20171102	201711	2017	2017.8274	GOV	CHIEF EXECUTIVE						GOV			BUS	INDUSTRY						BUS			0	051	051	05	1	3.4	3	1	3	4.4846577498033	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171102113000	https://computerworld.com.sg/tech/emerging-technology/the-industry-reacts-how-will-budget-2018-change-malaysias-it-industry/
703260065	20171102	201711	2017	2017.8274	GOV	SOVEREIGN						GOV			BUS	COMPANIES						BUS			1	071	071	07	2	7.4	5	1	5	6.41399416909621	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171102113000	https://www.hedgeweek.com/2017/11/02/257860/crestline-closes-third-crestline-opportunity-fund-usd134bn
703260066	20171102	201711	2017	2017.8274	GOV	MINIST FOR FOOD						GOV			BUSCVL	INVESTOR						BUS	CVL		0	010	010	01	1	0.0	10	1	10	3.41382181515404	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171102113000	http://newstrackindia.com/newsdetails/2017/11/2/4-Nivesh-Bandhu-An-Investor-Facilitation-Portal-to-be-Launched-during-World-Food-India-2017.html
703260067	20171102	201711	2017	2017.8274	GOV	PRIME MINISTER						GOV			CAN	CANADIAN	CAN								1	090	090	09	2	-2.0	8	1	8	2.97766749379653	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171102113000	http://journalofcommerce.com/Economic/News/2017/11/Uncertainty-cautious-optimism-surround-Aecon-deal-1028604W/
703260068	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			CHRCTH	CATHOLIC				CHR	CTH				0	017	017	01	1	0.0	6	1	6	0.86505190311419	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171102113000	http://rapidcityjournal.com/opinion/columnists/shields-american-presidents-and-the-world/article_c3fc212f-9410-546b-99f7-aafde1687f0c.html
703260069	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			COP	DEPUTY						COP			1	051	051	05	1	3.4	5	1	5	5.74162679425837	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171102113000	http://www.bna.bh/portal/en/news/809294
703260070	20171102	201711	2017	2017.8274	GOV	PRIME MINISTER						GOV			COP	POLICE						COP			0	160	160	16	4	-4.0	10	1	10	-0.64672594987874	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20171102113000	http://www.independent.com.mt/articles/2017-11-02/newspaper-opinions/Mob-rule-vs-the-rule-of-law-6736180988
703260071	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV			CRMJUD	CRIMINAL						CRM	JUD		1	111	111	11	3	-2.0	4	1	4	-3.54609929078014	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102113000	http://www.arkansasonline.com/news/2017/nov/02/trump-calls-to-end-visa-program-cites-n/
703260072	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV			CRMJUD	CRIMINAL						CRM	JUD		1	111	111	11	3	-2.0	6	1	6	-3.54609929078014	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171102113000	http://www.arkansasonline.com/news/2017/nov/02/trump-calls-to-end-visa-program-cites-n/
703260073	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			CVL	SETTLEMENT						CVL			0	042	042	04	1	1.9	1	1	1	-4.63659147869674	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102113000	http://www.independent.co.uk/voices/benjamin-netanyahu-uk-visit-israel-prime-minister-theresa-may-worse-donald-trump-protests-none-a8029301.html
703260074	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			CVL	SETTLEMENT						CVL			0	042	042	04	1	1.9	4	1	4	-4.63659147869674	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20171102113000	http://www.independent.co.uk/voices/benjamin-netanyahu-uk-visit-israel-prime-minister-theresa-may-worse-donald-trump-protests-none-a8029301.html
703260075	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			CVL	CITIZEN						CVL			0	051	051	05	1	3.4	10	1	10	-1.50375939849624	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171102113000	http://www.peacefmonline.com/pages/local/news/201711/333604.php
703260076	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV			CVL	IMMIGRANT						CVL			1	112	112	11	3	-2.0	6	1	6	-3.54609929078014	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171102113000	http://www.arkansasonline.com/news/2017/nov/02/trump-calls-to-end-visa-program-cites-n/
703260077	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV			CVL	IMMIGRANT						CVL			1	112	112	11	3	-2.0	4	1	4	-3.54609929078014	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171102113000	http://www.arkansasonline.com/news/2017/nov/02/trump-calls-to-end-visa-program-cites-n/
703260078	20171102	201711	2017	2017.8274	GOV	KING						GOV			DNK	DANISH	DNK								1	190	190	19	4	-10.0	1	1	1	-0.39761431411531	4	Clontarf, Dublin City, Ireland	EI	EI33	18288	53.3592	-6.21611	-1501787	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171102113000	https://www.irelandsown.ie/first-recorded-tornado-in-europe-was-in-ireland/
703260079	20171102	201711	2017	2017.8274	GOV	KING						GOV			DNK	DANISH	DNK								1	190	190	19	4	-10.0	1	1	1	-0.39761431411531	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171102113000	https://www.irelandsown.ie/first-recorded-tornado-in-europe-was-in-ireland/
703260080	20171102	201711	2017	2017.8274	GOV	KING						GOV			DNKGOV	DENMARK	DNK					GOV			1	190	190	19	4	-10.0	1	1	1	-0.39761431411531	4	Clontarf, Dublin City, Ireland	EI	EI33	18288	53.3592	-6.21611	-1501787	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171102113000	https://www.irelandsown.ie/first-recorded-tornado-in-europe-was-in-ireland/
703260081	20171102	201711	2017	2017.8274	GOV	KING						GOV			DNKGOV	DANISH	DNK					GOV			1	190	190	19	4	-10.0	2	1	2	-0.39761431411531	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171102113000	https://www.irelandsown.ie/first-recorded-tornado-in-europe-was-in-ireland/
703260082	20171102	201711	2017	2017.8274	GOV	PRIME MINISTER						GOV			GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	6	2	6	-3.52941176470588	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171102113000	http://www.geelongadvertiser.com.au/news/breaking-news/uk-minister-quits-citing-past-behaviour/news-story/bc97215977f2a30d7032816354c3f24a?nk=fd788761092932b1bf60e5133f9fc51a-1509621630
703260083	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			GOVBUS	GOVERNMENT						GOV	BUS		1	030	030	03	1	4.0	10	1	10	-4	0								0								0								20171102113000	http://www.kentonline.co.uk/hythe/news/government-still-committed-to-lorry-134578/
703260084	20171102	201711	2017	2017.8274	GOV	REGULATOR						GOV			GOVBUS	STATE OWNED						GOV	BUS		0	160	160	16	4	-4.0	1	1	1	-1.16279069767442	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	20171102113000	http://www.miningweekly.com/article/guptas-inflated-oakbay-price-ghrough-trading-by-singapore-firm-2017-11-02/rep_id:3650
703260085	20171102	201711	2017	2017.8274	GOV	REGULATOR						GOV			GOVBUS	STATE OWNED						GOV	BUS		0	160	160	16	4	-4.0	1	1	1	-1.16279069767442	1	Australia	AS	AS		-25	135	AS	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	4	Acacia, Northern Cape, South Africa	SF	SF08	77359	-30.6333	24.9833	-1206144	20171102113000	http://www.miningweekly.com/article/guptas-inflated-oakbay-price-ghrough-trading-by-singapore-firm-2017-11-02/rep_id:3650
703260086	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV			IDN	JAKARTA	IDN								1	190	190	19	4	-10.0	8	1	8	-6.64893617021277	1	Iraq	IZ	IZ		33	44	IZ	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20171102113000	http://www.manilatimes.net/indonesian-terrorist-charged-rebellion/360247/
703260087	20171102	201711	2017	2017.8274	GOV	AUTHORITIES						GOV			IDN	JAKARTA	IDN								1	190	190	19	4	-10.0	2	1	2	-6.64893617021277	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171102113000	http://www.manilatimes.net/indonesian-terrorist-charged-rebellion/360247/
703260088	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			IGOUNO	UNITED NATIONS		UNO				IGO			1	051	051	05	1	3.4	5	1	5	5.74162679425837	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171102113000	http://www.bna.bh/portal/en/news/809294
703260089	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			IND	NEW DELHI	IND								1	020	020	02	1	3.0	3	1	3	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171102113000	https://www.aninews.in/news/national/general-news/president-kovind-calls-nation-to-fight-mental-stigma201711021541470002/
703260090	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			IND	KERALA	IND								1	051	051	05	1	3.4	2	1	2	0.24330900243309	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171102113000	https://economictimes.indiatimes.com/news/economy/agriculture/rains-may-limit-drop-in-nr-prices-in-india/articleshow/61447124.cms
703260091	20171102	201711	2017	2017.8274	GOV	CHIEF MINISTER						GOV			IND	ASSAM	IND								1	051	051	05	1	3.4	4	1	4	1.46198830409357	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20171102113000	http://english.sakshi.com/news/2017/11/02/assam-rifles-on-motorcycle-expedition-to-improve-ties-across-border
703260092	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			JUD	ATTORNEY						JUD			0	020	020	02	1	3.0	12	2	12	-3.25812581541778	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171102113000	http://news.trust.org/item/20171102110757-26kpk
703260093	20171102	201711	2017	2017.8274	GOV	EMBASSY						GOV			KEN	KENYAN	KEN								1	040	040	04	1	1.0	2	1	2	-2.25225225225225	4	Mombasa, Coast, Kenya	KE	KE02	18585	-4.05466	39.6636	-2256513	4	Mombasa, Coast, Kenya	KE	KE02	18585	-4.05466	39.6636	-2256513	1	Malaysia	MY	MY		2.5	112.5	MY	20171102113000	https://www.standardmedia.co.ke/article/2001259108/kenyan-crew-stranded-in-port-appeals-for-help
703260094	20171102	201711	2017	2017.8274	GOV	EMBASSY						GOV			KEN	KENYAN	KEN								1	040	040	04	1	1.0	2	1	2	-2.25225225225225	1	Malaysia	MY	MY		2.5	112.5	MY	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Mombasa, Coast, Kenya	KE	KE02	18585	-4.05466	39.6636	-2256513	20171102113000	https://www.standardmedia.co.ke/article/2001259108/kenyan-crew-stranded-in-port-appeals-for-help
703260095	20171102	201711	2017	2017.8274	GOV	EMBASSY						GOV			KENGOV	KENYAN	KEN					GOV			1	040	040	04	1	1.0	6	1	6	-2.25225225225225	4	Mombasa, Coast, Kenya	KE	KE02	18585	-4.05466	39.6636	-2256513	4	Mombasa, Coast, Kenya	KE	KE02	18585	-4.05466	39.6636	-2256513	1	Malaysia	MY	MY		2.5	112.5	MY	20171102113000	https://www.standardmedia.co.ke/article/2001259108/kenyan-crew-stranded-in-port-appeals-for-help
703260096	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			LEG	LEGISLATOR						LEG			0	030	030	03	1	4.0	8	1	8	0.17152658662092	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	20171102113000	http://allafrica.com/stories/201711020697.html
703260097	20171102	201711	2017	2017.8274	GOV	GOVERNMENT						GOV			LEG	LEGISLATOR						LEG			0	030	030	03	1	4.0	2	1	2	0.17152658662092	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	1	China	CH	CH		35	105	CH	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	20171102113000	http://allafrica.com/stories/201711020697.html
703260098	20171102	201711	2017	2017.8274	GOV	MINIST						GOV			LEG	PARLIAMENT						LEG			1	045	045	04	1	5.0	6	1	6	-2.50569476082005	4	Kempton Park, Gauteng, South Africa	SF	SF06	77346	-26.0988	28.233	-1243108	4	Kempton Park, Gauteng, South Africa	SF	SF06	77346	-26.0988	28.233	-1243108	4	Kempton Park, Gauteng, South Africa	SF	SF06	77346	-26.0988	28.233	-1243108	20171102113000	http://www.polity.org.za/article/daily-podcast-november-02-2017-2017-11-02
